id,path,split,species_src,species_tgt,label,gen_family,seed,ref_id,source
flickr_wild_000806_swap_flickr_wild_003716,/content/stargan-v2/expr/results/fake_swap_like/holdout/wild/flickr_wild_000806_swap_flickr_wild_003716.png,holdout,,,fake,fake_swap_like,,,generated
pixabay_wild_000017_swap_flickr_wild_000880,/content/stargan-v2/expr/results/fake_swap_like/holdout/wild/pixabay_wild_000017_swap_flickr_wild_000880.png,holdout,,,fake,fake_swap_like,,,generated
flickr_wild_001542_swap_flickr_wild_003490,/content/stargan-v2/expr/results/fake_swap_like/holdout/wild/flickr_wild_001542_swap_flickr_wild_003490.png,holdout,,,fake,fake_swap_like,,,generated
flickr_wild_003200_swap_flickr_wild_002639,/content/stargan-v2/expr/results/fake_swap_like/holdout/wild/flickr_wild_003200_swap_flickr_wild_002639.png,holdout,,,fake,fake_swap_like,,,generated
pixabay_wild_000187_swap_pixabay_wild_000914,/content/stargan-v2/expr/results/fake_swap_like/holdout/wild/pixabay_wild_000187_swap_pixabay_wild_000914.png,holdout,,,fake,fake_swap_like,,,generated
flickr_wild_003416_swap_flickr_wild_003620,/content/stargan-v2/expr/results/fake_swap_like/holdout/wild/flickr_wild_003416_swap_flickr_wild_003620.png,holdout,,,fake,fake_swap_like,,,generated
pixabay_wild_000195_swap_pixabay_wild_000848,/content/stargan-v2/expr/results/fake_swap_like/holdout/wild/pixabay_wild_000195_swap_pixabay_wild_000848.png,holdout,,,fake,fake_swap_like,,,generated
flickr_wild_002383_swap_flickr_wild_000891,/content/stargan-v2/expr/results/fake_swap_like/holdout/wild/flickr_wild_002383_swap_flickr_wild_000891.png,holdout,,,fake,fake_swap_like,,,generated
flickr_wild_000095_swap_flickr_wild_002778,/content/stargan-v2/expr/results/fake_swap_like/holdout/wild/flickr_wild_000095_swap_flickr_wild_002778.png,holdout,,,fake,fake_swap_like,,,generated
pixabay_wild_001070_swap_pixabay_wild_000706,/content/stargan-v2/expr/results/fake_swap_like/holdout/wild/pixabay_wild_001070_swap_pixabay_wild_000706.png,holdout,,,fake,fake_swap_like,,,generated
pixabay_wild_000372_swap_flickr_wild_000582,/content/stargan-v2/expr/results/fake_swap_like/holdout/wild/pixabay_wild_000372_swap_flickr_wild_000582.png,holdout,,,fake,fake_swap_like,,,generated
flickr_wild_003193_swap_flickr_wild_003198,/content/stargan-v2/expr/results/fake_swap_like/holdout/wild/flickr_wild_003193_swap_flickr_wild_003198.png,holdout,,,fake,fake_swap_like,,,generated
pixabay_wild_000240_swap_pixabay_wild_000235,/content/stargan-v2/expr/results/fake_swap_like/holdout/wild/pixabay_wild_000240_swap_pixabay_wild_000235.png,holdout,,,fake,fake_swap_like,,,generated
flickr_wild_001811_swap_flickr_wild_003957,/content/stargan-v2/expr/results/fake_swap_like/holdout/wild/flickr_wild_001811_swap_flickr_wild_003957.png,holdout,,,fake,fake_swap_like,,,generated
flickr_wild_001083_swap_flickr_wild_003785,/content/stargan-v2/expr/results/fake_swap_like/holdout/wild/flickr_wild_001083_swap_flickr_wild_003785.png,holdout,,,fake,fake_swap_like,,,generated
flickr_wild_003969_swap_flickr_wild_000580,/content/stargan-v2/expr/results/fake_swap_like/holdout/wild/flickr_wild_003969_swap_flickr_wild_000580.png,holdout,,,fake,fake_swap_like,,,generated
flickr_wild_002144_swap_flickr_wild_002083,/content/stargan-v2/expr/results/fake_swap_like/holdout/wild/flickr_wild_002144_swap_flickr_wild_002083.png,holdout,,,fake,fake_swap_like,,,generated
flickr_wild_003213_swap_flickr_wild_001025,/content/stargan-v2/expr/results/fake_swap_like/holdout/wild/flickr_wild_003213_swap_flickr_wild_001025.png,holdout,,,fake,fake_swap_like,,,generated
flickr_wild_002065_swap_flickr_wild_002281,/content/stargan-v2/expr/results/fake_swap_like/holdout/wild/flickr_wild_002065_swap_flickr_wild_002281.png,holdout,,,fake,fake_swap_like,,,generated
flickr_wild_001663_swap_flickr_wild_000820,/content/stargan-v2/expr/results/fake_swap_like/holdout/wild/flickr_wild_001663_swap_flickr_wild_000820.png,holdout,,,fake,fake_swap_like,,,generated
pixabay_wild_000966_swap_flickr_wild_002509,/content/stargan-v2/expr/results/fake_swap_like/holdout/wild/pixabay_wild_000966_swap_flickr_wild_002509.png,holdout,,,fake,fake_swap_like,,,generated
flickr_wild_001467_swap_flickr_wild_002759,/content/stargan-v2/expr/results/fake_swap_like/holdout/wild/flickr_wild_001467_swap_flickr_wild_002759.png,holdout,,,fake,fake_swap_like,,,generated
flickr_wild_001612_swap_pixabay_wild_000890,/content/stargan-v2/expr/results/fake_swap_like/holdout/wild/flickr_wild_001612_swap_pixabay_wild_000890.png,holdout,,,fake,fake_swap_like,,,generated
pixabay_wild_000302_swap_flickr_wild_003619,/content/stargan-v2/expr/results/fake_swap_like/holdout/wild/pixabay_wild_000302_swap_flickr_wild_003619.png,holdout,,,fake,fake_swap_like,,,generated
flickr_wild_003303_swap_pixabay_wild_001081,/content/stargan-v2/expr/results/fake_swap_like/holdout/wild/flickr_wild_003303_swap_pixabay_wild_001081.png,holdout,,,fake,fake_swap_like,,,generated
flickr_wild_001986_swap_pixabay_wild_000059,/content/stargan-v2/expr/results/fake_swap_like/holdout/wild/flickr_wild_001986_swap_pixabay_wild_000059.png,holdout,,,fake,fake_swap_like,,,generated
flickr_wild_001225_swap_flickr_wild_002888,/content/stargan-v2/expr/results/fake_swap_like/holdout/wild/flickr_wild_001225_swap_flickr_wild_002888.png,holdout,,,fake,fake_swap_like,,,generated
flickr_wild_003425_swap_flickr_wild_000865,/content/stargan-v2/expr/results/fake_swap_like/holdout/wild/flickr_wild_003425_swap_flickr_wild_000865.png,holdout,,,fake,fake_swap_like,,,generated
flickr_wild_001380_swap_flickr_wild_000380,/content/stargan-v2/expr/results/fake_swap_like/holdout/wild/flickr_wild_001380_swap_flickr_wild_000380.png,holdout,,,fake,fake_swap_like,,,generated
pixabay_wild_001153_swap_flickr_wild_003616,/content/stargan-v2/expr/results/fake_swap_like/holdout/wild/pixabay_wild_001153_swap_flickr_wild_003616.png,holdout,,,fake,fake_swap_like,,,generated
flickr_wild_003835_swap_flickr_wild_001428,/content/stargan-v2/expr/results/fake_swap_like/holdout/wild/flickr_wild_003835_swap_flickr_wild_001428.png,holdout,,,fake,fake_swap_like,,,generated
flickr_wild_003524_swap_pixabay_wild_000535,/content/stargan-v2/expr/results/fake_swap_like/holdout/wild/flickr_wild_003524_swap_pixabay_wild_000535.png,holdout,,,fake,fake_swap_like,,,generated
flickr_wild_001483_swap_flickr_wild_003255,/content/stargan-v2/expr/results/fake_swap_like/holdout/wild/flickr_wild_001483_swap_flickr_wild_003255.png,holdout,,,fake,fake_swap_like,,,generated
pixabay_wild_000986_swap_flickr_wild_002302,/content/stargan-v2/expr/results/fake_swap_like/holdout/wild/pixabay_wild_000986_swap_flickr_wild_002302.png,holdout,,,fake,fake_swap_like,,,generated
flickr_wild_002903_swap_pixabay_wild_000350,/content/stargan-v2/expr/results/fake_swap_like/holdout/wild/flickr_wild_002903_swap_pixabay_wild_000350.png,holdout,,,fake,fake_swap_like,,,generated
flickr_wild_003544_swap_flickr_wild_001670,/content/stargan-v2/expr/results/fake_swap_like/holdout/wild/flickr_wild_003544_swap_flickr_wild_001670.png,holdout,,,fake,fake_swap_like,,,generated
flickr_wild_000262_swap_flickr_wild_001514,/content/stargan-v2/expr/results/fake_swap_like/holdout/wild/flickr_wild_000262_swap_flickr_wild_001514.png,holdout,,,fake,fake_swap_like,,,generated
flickr_wild_002868_swap_flickr_wild_001757,/content/stargan-v2/expr/results/fake_swap_like/holdout/wild/flickr_wild_002868_swap_flickr_wild_001757.png,holdout,,,fake,fake_swap_like,,,generated
flickr_wild_002295_swap_flickr_wild_003886,/content/stargan-v2/expr/results/fake_swap_like/holdout/wild/flickr_wild_002295_swap_flickr_wild_003886.png,holdout,,,fake,fake_swap_like,,,generated
flickr_wild_001034_swap_flickr_wild_003380,/content/stargan-v2/expr/results/fake_swap_like/holdout/wild/flickr_wild_001034_swap_flickr_wild_003380.png,holdout,,,fake,fake_swap_like,,,generated
pixabay_wild_000875_swap_pixabay_wild_000039,/content/stargan-v2/expr/results/fake_swap_like/holdout/wild/pixabay_wild_000875_swap_pixabay_wild_000039.png,holdout,,,fake,fake_swap_like,,,generated
flickr_wild_000016_swap_flickr_wild_000875,/content/stargan-v2/expr/results/fake_swap_like/holdout/wild/flickr_wild_000016_swap_flickr_wild_000875.png,holdout,,,fake,fake_swap_like,,,generated
pixabay_wild_000460_swap_flickr_wild_000074,/content/stargan-v2/expr/results/fake_swap_like/holdout/wild/pixabay_wild_000460_swap_flickr_wild_000074.png,holdout,,,fake,fake_swap_like,,,generated
flickr_wild_001551_swap_flickr_wild_000558,/content/stargan-v2/expr/results/fake_swap_like/holdout/wild/flickr_wild_001551_swap_flickr_wild_000558.png,holdout,,,fake,fake_swap_like,,,generated
flickr_wild_001403_swap_flickr_wild_003395,/content/stargan-v2/expr/results/fake_swap_like/holdout/wild/flickr_wild_001403_swap_flickr_wild_003395.png,holdout,,,fake,fake_swap_like,,,generated
flickr_wild_001234_swap_flickr_wild_001813,/content/stargan-v2/expr/results/fake_swap_like/holdout/wild/flickr_wild_001234_swap_flickr_wild_001813.png,holdout,,,fake,fake_swap_like,,,generated
pixabay_wild_000480_swap_flickr_wild_001609,/content/stargan-v2/expr/results/fake_swap_like/holdout/wild/pixabay_wild_000480_swap_flickr_wild_001609.png,holdout,,,fake,fake_swap_like,,,generated
flickr_wild_000130_swap_flickr_wild_001004,/content/stargan-v2/expr/results/fake_swap_like/holdout/wild/flickr_wild_000130_swap_flickr_wild_001004.png,holdout,,,fake,fake_swap_like,,,generated
flickr_wild_002616_swap_flickr_wild_001330,/content/stargan-v2/expr/results/fake_swap_like/holdout/wild/flickr_wild_002616_swap_flickr_wild_001330.png,holdout,,,fake,fake_swap_like,,,generated
flickr_wild_003127_swap_pixabay_wild_000880,/content/stargan-v2/expr/results/fake_swap_like/holdout/wild/flickr_wild_003127_swap_pixabay_wild_000880.png,holdout,,,fake,fake_swap_like,,,generated
flickr_wild_002904_swap_flickr_wild_003460,/content/stargan-v2/expr/results/fake_swap_like/holdout/wild/flickr_wild_002904_swap_flickr_wild_003460.png,holdout,,,fake,fake_swap_like,,,generated
flickr_wild_001809_swap_flickr_wild_003588,/content/stargan-v2/expr/results/fake_swap_like/holdout/wild/flickr_wild_001809_swap_flickr_wild_003588.png,holdout,,,fake,fake_swap_like,,,generated
flickr_wild_003558_swap_pixabay_wild_000318,/content/stargan-v2/expr/results/fake_swap_like/holdout/wild/flickr_wild_003558_swap_pixabay_wild_000318.png,holdout,,,fake,fake_swap_like,,,generated
pixabay_wild_000117_swap_flickr_wild_003486,/content/stargan-v2/expr/results/fake_swap_like/holdout/wild/pixabay_wild_000117_swap_flickr_wild_003486.png,holdout,,,fake,fake_swap_like,,,generated
flickr_wild_002040_swap_pixabay_wild_000894,/content/stargan-v2/expr/results/fake_swap_like/holdout/wild/flickr_wild_002040_swap_pixabay_wild_000894.png,holdout,,,fake,fake_swap_like,,,generated
flickr_wild_003752_swap_flickr_wild_001636,/content/stargan-v2/expr/results/fake_swap_like/holdout/wild/flickr_wild_003752_swap_flickr_wild_001636.png,holdout,,,fake,fake_swap_like,,,generated
pixabay_wild_001082_swap_pixabay_wild_000536,/content/stargan-v2/expr/results/fake_swap_like/holdout/wild/pixabay_wild_001082_swap_pixabay_wild_000536.png,holdout,,,fake,fake_swap_like,,,generated
flickr_wild_000132_swap_flickr_wild_001223,/content/stargan-v2/expr/results/fake_swap_like/holdout/wild/flickr_wild_000132_swap_flickr_wild_001223.png,holdout,,,fake,fake_swap_like,,,generated
flickr_wild_001683_swap_flickr_wild_001490,/content/stargan-v2/expr/results/fake_swap_like/holdout/wild/flickr_wild_001683_swap_flickr_wild_001490.png,holdout,,,fake,fake_swap_like,,,generated
flickr_wild_001771_swap_pixabay_wild_000391,/content/stargan-v2/expr/results/fake_swap_like/holdout/wild/flickr_wild_001771_swap_pixabay_wild_000391.png,holdout,,,fake,fake_swap_like,,,generated
pixabay_wild_001002_swap_pixabay_wild_000899,/content/stargan-v2/expr/results/fake_swap_like/holdout/wild/pixabay_wild_001002_swap_pixabay_wild_000899.png,holdout,,,fake,fake_swap_like,,,generated
flickr_wild_002057_swap_flickr_wild_003042,/content/stargan-v2/expr/results/fake_swap_like/holdout/wild/flickr_wild_002057_swap_flickr_wild_003042.png,holdout,,,fake,fake_swap_like,,,generated
flickr_wild_003024_swap_flickr_wild_003779,/content/stargan-v2/expr/results/fake_swap_like/holdout/wild/flickr_wild_003024_swap_flickr_wild_003779.png,holdout,,,fake,fake_swap_like,,,generated
pixabay_wild_000511_swap_flickr_wild_002995,/content/stargan-v2/expr/results/fake_swap_like/holdout/wild/pixabay_wild_000511_swap_flickr_wild_002995.png,holdout,,,fake,fake_swap_like,,,generated
flickr_wild_003586_swap_pixabay_wild_000481,/content/stargan-v2/expr/results/fake_swap_like/holdout/wild/flickr_wild_003586_swap_pixabay_wild_000481.png,holdout,,,fake,fake_swap_like,,,generated
flickr_wild_003183_swap_flickr_wild_002929,/content/stargan-v2/expr/results/fake_swap_like/holdout/wild/flickr_wild_003183_swap_flickr_wild_002929.png,holdout,,,fake,fake_swap_like,,,generated
flickr_wild_003483_swap_flickr_wild_002591,/content/stargan-v2/expr/results/fake_swap_like/holdout/wild/flickr_wild_003483_swap_flickr_wild_002591.png,holdout,,,fake,fake_swap_like,,,generated
flickr_wild_000409_swap_pixabay_wild_000989,/content/stargan-v2/expr/results/fake_swap_like/holdout/wild/flickr_wild_000409_swap_pixabay_wild_000989.png,holdout,,,fake,fake_swap_like,,,generated
flickr_wild_002578_swap_pixabay_wild_000548,/content/stargan-v2/expr/results/fake_swap_like/holdout/wild/flickr_wild_002578_swap_pixabay_wild_000548.png,holdout,,,fake,fake_swap_like,,,generated
flickr_wild_001302_swap_pixabay_wild_000159,/content/stargan-v2/expr/results/fake_swap_like/holdout/wild/flickr_wild_001302_swap_pixabay_wild_000159.png,holdout,,,fake,fake_swap_like,,,generated
pixabay_wild_000789_swap_pixabay_wild_000655,/content/stargan-v2/expr/results/fake_swap_like/holdout/wild/pixabay_wild_000789_swap_pixabay_wild_000655.png,holdout,,,fake,fake_swap_like,,,generated
flickr_wild_003236_swap_pixabay_wild_000294,/content/stargan-v2/expr/results/fake_swap_like/holdout/wild/flickr_wild_003236_swap_pixabay_wild_000294.png,holdout,,,fake,fake_swap_like,,,generated
flickr_wild_003794_swap_flickr_wild_000647,/content/stargan-v2/expr/results/fake_swap_like/holdout/wild/flickr_wild_003794_swap_flickr_wild_000647.png,holdout,,,fake,fake_swap_like,,,generated
flickr_wild_001297_swap_flickr_wild_002594,/content/stargan-v2/expr/results/fake_swap_like/holdout/wild/flickr_wild_001297_swap_flickr_wild_002594.png,holdout,,,fake,fake_swap_like,,,generated
flickr_wild_003982_swap_flickr_wild_001187,/content/stargan-v2/expr/results/fake_swap_like/holdout/wild/flickr_wild_003982_swap_flickr_wild_001187.png,holdout,,,fake,fake_swap_like,,,generated
flickr_wild_001914_swap_pixabay_wild_000553,/content/stargan-v2/expr/results/fake_swap_like/holdout/wild/flickr_wild_001914_swap_pixabay_wild_000553.png,holdout,,,fake,fake_swap_like,,,generated
flickr_wild_001085_swap_flickr_wild_002469,/content/stargan-v2/expr/results/fake_swap_like/holdout/wild/flickr_wild_001085_swap_flickr_wild_002469.png,holdout,,,fake,fake_swap_like,,,generated
pixabay_cat_000555_swap_pixabay_cat_003472,/content/stargan-v2/expr/results/fake_swap_like/holdout/cat/pixabay_cat_000555_swap_pixabay_cat_003472.png,holdout,,,fake,fake_swap_like,,,generated
pixabay_cat_004079_swap_pixabay_cat_001687,/content/stargan-v2/expr/results/fake_swap_like/holdout/cat/pixabay_cat_004079_swap_pixabay_cat_001687.png,holdout,,,fake,fake_swap_like,,,generated
pixabay_cat_003049_swap_pixabay_cat_001252,/content/stargan-v2/expr/results/fake_swap_like/holdout/cat/pixabay_cat_003049_swap_pixabay_cat_001252.png,holdout,,,fake,fake_swap_like,,,generated
pixabay_cat_003645_swap_pixabay_cat_004160,/content/stargan-v2/expr/results/fake_swap_like/holdout/cat/pixabay_cat_003645_swap_pixabay_cat_004160.png,holdout,,,fake,fake_swap_like,,,generated
pixabay_cat_002504_swap_pixabay_cat_003374,/content/stargan-v2/expr/results/fake_swap_like/holdout/cat/pixabay_cat_002504_swap_pixabay_cat_003374.png,holdout,,,fake,fake_swap_like,,,generated
pixabay_cat_001453_swap_pixabay_cat_004043,/content/stargan-v2/expr/results/fake_swap_like/holdout/cat/pixabay_cat_001453_swap_pixabay_cat_004043.png,holdout,,,fake,fake_swap_like,,,generated
pixabay_cat_001184_swap_pixabay_cat_004741,/content/stargan-v2/expr/results/fake_swap_like/holdout/cat/pixabay_cat_001184_swap_pixabay_cat_004741.png,holdout,,,fake,fake_swap_like,,,generated
pixabay_cat_003808_swap_pixabay_cat_001083,/content/stargan-v2/expr/results/fake_swap_like/holdout/cat/pixabay_cat_003808_swap_pixabay_cat_001083.png,holdout,,,fake,fake_swap_like,,,generated
pixabay_cat_001503_swap_pixabay_cat_000611,/content/stargan-v2/expr/results/fake_swap_like/holdout/cat/pixabay_cat_001503_swap_pixabay_cat_000611.png,holdout,,,fake,fake_swap_like,,,generated
pixabay_cat_004429_swap_pixabay_cat_001143,/content/stargan-v2/expr/results/fake_swap_like/holdout/cat/pixabay_cat_004429_swap_pixabay_cat_001143.png,holdout,,,fake,fake_swap_like,,,generated
pixabay_cat_004362_swap_pixabay_cat_004327,/content/stargan-v2/expr/results/fake_swap_like/holdout/cat/pixabay_cat_004362_swap_pixabay_cat_004327.png,holdout,,,fake,fake_swap_like,,,generated
pixabay_cat_000093_swap_pixabay_cat_003533,/content/stargan-v2/expr/results/fake_swap_like/holdout/cat/pixabay_cat_000093_swap_pixabay_cat_003533.png,holdout,,,fake,fake_swap_like,,,generated
flickr_cat_000373_swap_flickr_cat_000183,/content/stargan-v2/expr/results/fake_swap_like/holdout/cat/flickr_cat_000373_swap_flickr_cat_000183.png,holdout,,,fake,fake_swap_like,,,generated
pixabay_cat_003228_swap_pixabay_cat_002996,/content/stargan-v2/expr/results/fake_swap_like/holdout/cat/pixabay_cat_003228_swap_pixabay_cat_002996.png,holdout,,,fake,fake_swap_like,,,generated
flickr_cat_000091_swap_pixabay_cat_003751,/content/stargan-v2/expr/results/fake_swap_like/holdout/cat/flickr_cat_000091_swap_pixabay_cat_003751.png,holdout,,,fake,fake_swap_like,,,generated
pixabay_cat_000992_swap_pixabay_cat_001868,/content/stargan-v2/expr/results/fake_swap_like/holdout/cat/pixabay_cat_000992_swap_pixabay_cat_001868.png,holdout,,,fake,fake_swap_like,,,generated
pixabay_cat_002379_swap_pixabay_cat_002947,/content/stargan-v2/expr/results/fake_swap_like/holdout/cat/pixabay_cat_002379_swap_pixabay_cat_002947.png,holdout,,,fake,fake_swap_like,,,generated
flickr_cat_000670_swap_pixabay_cat_001096,/content/stargan-v2/expr/results/fake_swap_like/holdout/cat/flickr_cat_000670_swap_pixabay_cat_001096.png,holdout,,,fake,fake_swap_like,,,generated
pixabay_cat_000589_swap_pixabay_cat_004436,/content/stargan-v2/expr/results/fake_swap_like/holdout/cat/pixabay_cat_000589_swap_pixabay_cat_004436.png,holdout,,,fake,fake_swap_like,,,generated
pixabay_cat_003857_swap_flickr_cat_000227,/content/stargan-v2/expr/results/fake_swap_like/holdout/cat/pixabay_cat_003857_swap_flickr_cat_000227.png,holdout,,,fake,fake_swap_like,,,generated
flickr_cat_000790_swap_pixabay_cat_002665,/content/stargan-v2/expr/results/fake_swap_like/holdout/cat/flickr_cat_000790_swap_pixabay_cat_002665.png,holdout,,,fake,fake_swap_like,,,generated
flickr_cat_000181_swap_pixabay_cat_003991,/content/stargan-v2/expr/results/fake_swap_like/holdout/cat/flickr_cat_000181_swap_pixabay_cat_003991.png,holdout,,,fake,fake_swap_like,,,generated
pixabay_cat_002865_swap_pixabay_cat_002830,/content/stargan-v2/expr/results/fake_swap_like/holdout/cat/pixabay_cat_002865_swap_pixabay_cat_002830.png,holdout,,,fake,fake_swap_like,,,generated
flickr_cat_000725_swap_pixabay_cat_004554,/content/stargan-v2/expr/results/fake_swap_like/holdout/cat/flickr_cat_000725_swap_pixabay_cat_004554.png,holdout,,,fake,fake_swap_like,,,generated
pixabay_cat_001804_swap_pixabay_cat_001055,/content/stargan-v2/expr/results/fake_swap_like/holdout/cat/pixabay_cat_001804_swap_pixabay_cat_001055.png,holdout,,,fake,fake_swap_like,,,generated
pixabay_cat_002079_swap_pixabay_cat_000994,/content/stargan-v2/expr/results/fake_swap_like/holdout/cat/pixabay_cat_002079_swap_pixabay_cat_000994.png,holdout,,,fake,fake_swap_like,,,generated
pixabay_cat_002709_swap_pixabay_cat_002578,/content/stargan-v2/expr/results/fake_swap_like/holdout/cat/pixabay_cat_002709_swap_pixabay_cat_002578.png,holdout,,,fake,fake_swap_like,,,generated
pixabay_cat_000652_swap_pixabay_cat_001692,/content/stargan-v2/expr/results/fake_swap_like/holdout/cat/pixabay_cat_000652_swap_pixabay_cat_001692.png,holdout,,,fake,fake_swap_like,,,generated
flickr_cat_000201_swap_pixabay_cat_002604,/content/stargan-v2/expr/results/fake_swap_like/holdout/cat/flickr_cat_000201_swap_pixabay_cat_002604.png,holdout,,,fake,fake_swap_like,,,generated
pixabay_cat_002104_swap_flickr_cat_000409,/content/stargan-v2/expr/results/fake_swap_like/holdout/cat/pixabay_cat_002104_swap_flickr_cat_000409.png,holdout,,,fake,fake_swap_like,,,generated
pixabay_cat_003271_swap_pixabay_cat_001025,/content/stargan-v2/expr/results/fake_swap_like/holdout/cat/pixabay_cat_003271_swap_pixabay_cat_001025.png,holdout,,,fake,fake_swap_like,,,generated
pixabay_cat_004147_swap_pixabay_cat_003766,/content/stargan-v2/expr/results/fake_swap_like/holdout/cat/pixabay_cat_004147_swap_pixabay_cat_003766.png,holdout,,,fake,fake_swap_like,,,generated
pixabay_cat_001217_swap_pixabay_cat_004690,/content/stargan-v2/expr/results/fake_swap_like/holdout/cat/pixabay_cat_001217_swap_pixabay_cat_004690.png,holdout,,,fake,fake_swap_like,,,generated
pixabay_cat_003015_swap_pixabay_cat_001153,/content/stargan-v2/expr/results/fake_swap_like/holdout/cat/pixabay_cat_003015_swap_pixabay_cat_001153.png,holdout,,,fake,fake_swap_like,,,generated
pixabay_cat_002658_swap_pixabay_cat_004049,/content/stargan-v2/expr/results/fake_swap_like/holdout/cat/pixabay_cat_002658_swap_pixabay_cat_004049.png,holdout,,,fake,fake_swap_like,,,generated
pixabay_cat_001976_swap_pixabay_cat_002582,/content/stargan-v2/expr/results/fake_swap_like/holdout/cat/pixabay_cat_001976_swap_pixabay_cat_002582.png,holdout,,,fake,fake_swap_like,,,generated
pixabay_cat_003249_swap_pixabay_cat_004353,/content/stargan-v2/expr/results/fake_swap_like/holdout/cat/pixabay_cat_003249_swap_pixabay_cat_004353.png,holdout,,,fake,fake_swap_like,,,generated
flickr_cat_000094_swap_pixabay_cat_002587,/content/stargan-v2/expr/results/fake_swap_like/holdout/cat/flickr_cat_000094_swap_pixabay_cat_002587.png,holdout,,,fake,fake_swap_like,,,generated
pixabay_cat_001508_swap_pixabay_cat_004496,/content/stargan-v2/expr/results/fake_swap_like/holdout/cat/pixabay_cat_001508_swap_pixabay_cat_004496.png,holdout,,,fake,fake_swap_like,,,generated
flickr_cat_000113_swap_pixabay_cat_001455,/content/stargan-v2/expr/results/fake_swap_like/holdout/cat/flickr_cat_000113_swap_pixabay_cat_001455.png,holdout,,,fake,fake_swap_like,,,generated
pixabay_cat_002002_swap_pixabay_cat_004384,/content/stargan-v2/expr/results/fake_swap_like/holdout/cat/pixabay_cat_002002_swap_pixabay_cat_004384.png,holdout,,,fake,fake_swap_like,,,generated
pixabay_cat_000056_swap_pixabay_cat_004614,/content/stargan-v2/expr/results/fake_swap_like/holdout/cat/pixabay_cat_000056_swap_pixabay_cat_004614.png,holdout,,,fake,fake_swap_like,,,generated
pixabay_cat_002161_swap_pixabay_cat_003688,/content/stargan-v2/expr/results/fake_swap_like/holdout/cat/pixabay_cat_002161_swap_pixabay_cat_003688.png,holdout,,,fake,fake_swap_like,,,generated
pixabay_cat_004493_swap_pixabay_cat_001841,/content/stargan-v2/expr/results/fake_swap_like/holdout/cat/pixabay_cat_004493_swap_pixabay_cat_001841.png,holdout,,,fake,fake_swap_like,,,generated
pixabay_cat_003004_swap_flickr_cat_000270,/content/stargan-v2/expr/results/fake_swap_like/holdout/cat/pixabay_cat_003004_swap_flickr_cat_000270.png,holdout,,,fake,fake_swap_like,,,generated
pixabay_cat_004819_swap_pixabay_cat_003078,/content/stargan-v2/expr/results/fake_swap_like/holdout/cat/pixabay_cat_004819_swap_pixabay_cat_003078.png,holdout,,,fake,fake_swap_like,,,generated
flickr_cat_000387_swap_pixabay_cat_002159,/content/stargan-v2/expr/results/fake_swap_like/holdout/cat/flickr_cat_000387_swap_pixabay_cat_002159.png,holdout,,,fake,fake_swap_like,,,generated
pixabay_cat_004250_swap_pixabay_cat_004652,/content/stargan-v2/expr/results/fake_swap_like/holdout/cat/pixabay_cat_004250_swap_pixabay_cat_004652.png,holdout,,,fake,fake_swap_like,,,generated
pixabay_cat_001300_swap_pixabay_cat_000295,/content/stargan-v2/expr/results/fake_swap_like/holdout/cat/pixabay_cat_001300_swap_pixabay_cat_000295.png,holdout,,,fake,fake_swap_like,,,generated
pixabay_cat_004419_swap_pixabay_cat_001316,/content/stargan-v2/expr/results/fake_swap_like/holdout/cat/pixabay_cat_004419_swap_pixabay_cat_001316.png,holdout,,,fake,fake_swap_like,,,generated
pixabay_cat_004053_swap_pixabay_cat_001157,/content/stargan-v2/expr/results/fake_swap_like/holdout/cat/pixabay_cat_004053_swap_pixabay_cat_001157.png,holdout,,,fake,fake_swap_like,,,generated
pixabay_cat_003711_swap_pixabay_cat_002559,/content/stargan-v2/expr/results/fake_swap_like/holdout/cat/pixabay_cat_003711_swap_pixabay_cat_002559.png,holdout,,,fake,fake_swap_like,,,generated
pixabay_cat_003325_swap_pixabay_cat_002853,/content/stargan-v2/expr/results/fake_swap_like/holdout/cat/pixabay_cat_003325_swap_pixabay_cat_002853.png,holdout,,,fake,fake_swap_like,,,generated
pixabay_cat_001951_swap_pixabay_cat_004365,/content/stargan-v2/expr/results/fake_swap_like/holdout/cat/pixabay_cat_001951_swap_pixabay_cat_004365.png,holdout,,,fake,fake_swap_like,,,generated
pixabay_cat_000005_swap_pixabay_cat_002568,/content/stargan-v2/expr/results/fake_swap_like/holdout/cat/pixabay_cat_000005_swap_pixabay_cat_002568.png,holdout,,,fake,fake_swap_like,,,generated
flickr_cat_000747_swap_pixabay_cat_000506,/content/stargan-v2/expr/results/fake_swap_like/holdout/cat/flickr_cat_000747_swap_pixabay_cat_000506.png,holdout,,,fake,fake_swap_like,,,generated
pixabay_cat_004168_swap_pixabay_cat_001018,/content/stargan-v2/expr/results/fake_swap_like/holdout/cat/pixabay_cat_004168_swap_pixabay_cat_001018.png,holdout,,,fake,fake_swap_like,,,generated
pixabay_cat_001509_swap_pixabay_cat_003713,/content/stargan-v2/expr/results/fake_swap_like/holdout/cat/pixabay_cat_001509_swap_pixabay_cat_003713.png,holdout,,,fake,fake_swap_like,,,generated
pixabay_cat_001249_swap_pixabay_cat_000786,/content/stargan-v2/expr/results/fake_swap_like/holdout/cat/pixabay_cat_001249_swap_pixabay_cat_000786.png,holdout,,,fake,fake_swap_like,,,generated
